SK_ID_CURR,prob_randomforest
170970,0.03
170972,0.05
170973,0.15
170980,0.0
170981,0.07
170983,0.2
170998,0.1
171001,0.14
171004,0.05
171020,0.1
171023,0.09
171026,0.02
171060,0.07
171061,0.06
171065,0.13
171077,0.1
171081,0.08
171103,0.21
171110,0.06
171114,0.13
171118,0.03
171119,0.09
171120,0.09
171137,0.09
171147,0.1
171153,0.29
171156,0.19
171158,0.05
171163,0.08
171169,0.05
171170,0.13
171172,0.04
171173,0.07
171176,0.06
171181,0.11
171182,0.21
171191,0.08
171193,0.05
171195,0.22
171198,0.01
171205,0.08
171212,0.08
171237,0.08
171241,0.09
171262,0.06
171263,0.07
171266,0.01
171274,0.08
171290,0.03
171291,0.18
171297,0.08
171307,0.14
171311,0.23
171320,0.0
171322,0.03
171328,0.0
171337,0.03
171346,0.02
171348,0.06
171354,0.07
171358,0.04
171359,0.03
171360,0.06
171369,0.06
171379,0.07
171384,0.05
171388,0.05
171390,0.09
171394,0.04
171395,0.09
171399,0.04
171403,0.1
171422,0.05
171423,0.07
171469,0.08
171480,0.06
171487,0.04
171497,0.06
171502,0.22
171503,0.06
171506,0.15
171521,0.05
171530,0.0
171540,0.09
171541,0.01
171544,0.09
171551,0.17
171582,0.15
171587,0.04
171597,0.09
171603,0.14
171610,0.04
171614,0.08
171619,0.02
171621,0.04
171625,0.01
171626,0.06
171638,0.01
171642,0.06
171658,0.03
171674,0.12
171677,0.11
171684,0.08
171685,0.25
171686,0.05
171695,0.02
171702,0.09
171703,0.03
171704,0.06
171705,0.04
171706,0.05
171709,0.02
171712,0.06
171716,0.07
171730,0.08
171748,0.0
171757,0.02
171767,0.04
171768,0.27
171771,0.08
171775,0.06
171778,0.17
171780,0.14
171781,0.01
171785,0.04
171786,0.12
171789,0.08
171802,0.04
171803,0.04
171812,0.05
171862,0.02
171864,0.13
171891,0.29
171892,0.19
171913,0.01
171914,0.24
171922,0.15
171927,0.05
171933,0.03
171934,0.05
171943,0.05
171945,0.1
171960,0.05
171964,0.03
171975,0.18
171994,0.16
171996,0.07
171997,0.02
172000,0.03
172029,0.01
172038,0.01
172039,0.02
172043,0.12
172046,0.04
172048,0.1
172049,0.04
172053,0.09
172054,0.07
172058,0.08
172060,0.07
172061,0.03
172067,0.09
172072,0.02
172073,0.18
172098,0.04
172100,0.05
172101,0.12
172113,0.22
172144,0.04
172147,0.01
172149,0.1
172168,0.13
172169,0.03
172175,0.14
172197,0.03
172200,0.22
172205,0.22
172207,0.04
172210,0.01
172261,0.06
172279,0.05
172294,0.06
172300,0.0
172301,0.15
172310,0.0
172351,0.03
172353,0.03
172358,0.01
172374,0.1
172380,0.11
172384,0.01
172400,0.06
172403,0.12
172408,0.13
172411,0.03
172420,0.05
172426,0.39
172433,0.1
172434,0.13
172442,0.17
172443,0.13
172452,0.15
172454,0.08
172456,0.16
172460,0.12
172470,0.04
172479,0.06
172481,0.06
172483,0.01
172484,0.29
172485,0.12
172486,0.04
172493,0.03
172494,0.14
172497,0.13
172504,0.04
172518,0.11
172523,0.09
172527,0.1
172533,0.05
172536,0.1
172540,0.1
172541,0.15
172543,0.02
172545,0.12
172547,0.03
172551,0.04
172556,0.04
172562,0.03
172570,0.09
172574,0.05
172575,0.1
172599,0.04
172611,0.34
172612,0.03
172616,0.05
172623,0.15
172627,0.09
172635,0.07
172643,0.07
172644,0.04
172652,0.1
172656,0.1
172661,0.11
172664,0.05
172672,0.03
172678,0.04
172680,0.09
172683,0.03
172684,0.09
172690,0.05
172695,0.15
172696,0.02
172701,0.03
172713,0.23
172714,0.07
172731,0.02
172738,0.05
172761,0.02
172767,0.08
172770,0.2
172771,0.05
172799,0.0
172800,0.06
172804,0.18
172805,0.02
172820,0.06
172829,0.14
172831,0.17
172833,0.03
172843,0.02
172853,0.0
172855,0.09
172856,0.11
172857,0.01
172863,0.09
172877,0.05
172881,0.1
172895,0.1
172896,0.0
172910,0.09
172922,0.07
172939,0.1
172942,0.19
172945,0.03
172948,0.01
172949,0.18
172953,0.01
172967,0.19
172993,0.09
172995,0.03
172996,0.18
172997,0.1
172998,0.1
172999,0.07
173004,0.03
173006,0.16
173007,0.04
173013,0.06
173016,0.13
173020,0.08
173030,0.08
173048,0.07
173056,0.0
173066,0.15
173079,0.09
173107,0.03
173109,0.09
173127,0.04
173128,0.11
173130,0.11
173137,0.13
173157,0.01
173160,0.13
173168,0.04
173193,0.02
173197,0.21
173215,0.04
173216,0.16
173227,0.08
173236,0.12
173237,0.05
173247,0.07
173250,0.24
173259,0.06
173277,0.1
173285,0.04
173286,0.07
173299,0.07
173310,0.23
173312,0.15
173313,0.03
173320,0.14
173330,0.22
173333,0.08
173351,0.07
173370,0.22
173372,0.01
173381,0.09
173386,0.01
173387,0.11
173388,0.14
173393,0.06
173394,0.15
173403,0.07
173467,0.08
173469,0.19
173475,0.16
173476,0.06
173477,0.02
173484,0.16
173485,0.06
173488,0.2
173491,0.06
173520,0.03
173522,0.12
173535,0.09
173539,0.07
173549,0.09
173552,0.03
173565,0.17
173586,0.08
173587,0.06
173588,0.02
173595,0.05
173606,0.2
173620,0.06
173623,0.02
173629,0.1
173647,0.12
173649,0.11
173650,0.09
173652,0.03
173654,0.13
173665,0.05
173667,0.19
173685,0.09
173710,0.23
173711,0.06
173713,0.09
173718,0.11
173743,0.11
173744,0.12
173762,0.13
173768,0.13
173769,0.25
173770,0.03
173773,0.11
173779,0.1
173780,0.03
173781,0.27
173783,0.16
173795,0.05
173800,0.31
173812,0.04
173823,0.04
173834,0.16
173874,0.06
173891,0.02
173904,0.14
173909,0.07
173925,0.01
173941,0.05
173942,0.03
173944,0.02
173955,0.07
173959,0.12
174000,0.04
174004,0.08
174006,0.03
174008,0.14
174012,0.03
174017,0.02
174020,0.12
174044,0.06
174051,0.07
174052,0.03
174059,0.04
174060,0.03
174061,0.05
174063,0.07
174068,0.06
174069,0.06
174072,0.05
174074,0.07
174091,0.03
174092,0.11
174098,0.18
174105,0.19
174107,0.01
174110,0.05
174121,0.03
174126,0.15
174153,0.06
174156,0.11
174160,0.06
174173,0.06
174183,0.04
174185,0.02
174188,0.22
174198,0.03
174206,0.07
174207,0.06
174211,0.12
174239,0.07
174260,0.3
174261,0.03
174262,0.22
174264,0.05
174271,0.14
174275,0.36
174277,0.06
174286,0.04
174301,0.05
174312,0.15
174314,0.03
174322,0.07
174323,0.11
174325,0.17
174326,0.08
174327,0.07
174334,0.1
174360,0.06
174362,0.14
174367,0.01
174371,0.04
174372,0.11
174384,0.04
174390,0.1
174391,0.02
174396,0.03
174412,0.02
174423,0.18
174428,0.06
174429,0.15
174438,0.03
174481,0.09
174483,0.06
174484,0.03
174485,0.18
174488,0.07
174497,0.07
174509,0.04
174513,0.04
174514,0.18
174520,0.07
174526,0.04
174532,0.08
174536,0.07
174537,0.05
174538,0.16
174539,0.25
174540,0.02
174549,0.01
174551,0.18
174563,0.13
174574,0.08
174575,0.13
174586,0.05
174590,0.04
174606,0.2
174607,0.1
174609,0.04
174610,0.17
174630,0.15
174631,0.0
174661,0.06
174665,0.06
174666,0.05
174677,0.07
174690,0.1
174700,0.02
174702,0.07
174703,0.02
174713,0.06
174721,0.1
174726,0.09
174729,0.11
174741,0.04
174742,0.11
174754,0.04
174757,0.08
174782,0.48
174795,0.07
174805,0.01
174806,0.06
174809,0.07
174810,0.07
174829,0.01
174830,0.2
174832,0.06
174836,0.21
174839,0.03
174843,0.07
174854,0.1
174861,0.18
174863,0.04
174867,0.1
174871,0.06
174887,0.06
174890,0.17
174897,0.05
174901,0.08
174903,0.06
174912,0.02
174913,0.21
174920,0.21
174922,0.23
174924,0.05
174925,0.05
174928,0.04
174938,0.15
174939,0.02
174943,0.09
174950,0.14
174954,0.06
174955,0.04
174957,0.12
174965,0.0
174966,0.09
174967,0.06
174977,0.09
174983,0.04
174986,0.15
174987,0.09
175012,0.24
175015,0.03
175025,0.07
175027,0.14
175029,0.14
175056,0.32
175075,0.1
175081,0.13
175097,0.2
175128,0.04
175129,0.05
175138,0.08
175169,0.12
175183,0.08
175211,0.01
175212,0.08
175215,0.02
175223,0.15
175225,0.03
175233,0.03
175250,0.16
175253,0.02
175257,0.07
175260,0.06
175261,0.05
175264,0.09
175284,0.14
175288,0.03
175295,0.06
175309,0.01
175310,0.07
175313,0.17
175334,0.11
175337,0.1
175346,0.01
175347,0.03
175349,0.09
175350,0.11
175351,0.04
175367,0.21
175369,0.06
175371,0.12
175372,0.05
175392,0.19
175400,0.05
175402,0.08
175403,0.14
175407,0.11
175408,0.0
175414,0.04
175431,0.08
175435,0.09
175442,0.03
175454,0.08
175456,0.03
175457,0.08
175464,0.17
175465,0.11
175477,0.09
175488,0.03
175495,0.08
175499,0.09
175500,0.2
175515,0.13
175519,0.02
175520,0.05
175531,0.02
175534,0.03
175543,0.17
175566,0.03
175568,0.04
175573,0.13
175574,0.2
175576,0.01
175591,0.1
175593,0.02
175605,0.24
175609,0.08
175617,0.02
175624,0.26
175629,0.06
175633,0.04
175645,0.17
175649,0.03
175650,0.02
175653,0.07
175659,0.09
175660,0.06
175661,0.03
175664,0.08
175665,0.13
175677,0.03
175682,0.15
175684,0.11
175687,0.06
175690,0.09
175706,0.02
175722,0.12
175724,0.09
175730,0.19
175731,0.01
175737,0.12
175743,0.13
175745,0.17
175758,0.12
175768,0.02
175769,0.12
175773,0.01
175775,0.08
175794,0.05
175798,0.07
175809,0.22
175818,0.06
175830,0.05
175835,0.04
175840,0.14
175864,0.02
175875,0.11
175890,0.02
175892,0.02
175914,0.14
175930,0.24
175935,0.04
175955,0.01
175958,0.06
175959,0.08
175960,0.12
175964,0.08
175968,0.04
175986,0.24
175987,0.12
175997,0.0
175998,0.15
176003,0.06
176004,0.1
176021,0.06
176034,0.12
176035,0.11
176043,0.17
176045,0.08
176051,0.03
176052,0.02
176059,0.11
176067,0.03
176073,0.12
176076,0.05
176077,0.01
176085,0.04
176088,0.13
176095,0.04
176118,0.19
176129,0.09
176177,0.03
176183,0.02
176206,0.08
176218,0.04
176240,0.07
176253,0.03
176260,0.07
176275,0.09
176285,0.02
176288,0.08
176289,0.16
176290,0.1
176297,0.06
176300,0.27
176301,0.03
176319,0.04
176322,0.17
176337,0.06
176346,0.08
176347,0.13
176352,0.17
176358,0.01
176359,0.15
176365,0.02
176371,0.07
176403,0.02
176419,0.09
176428,0.04
176429,0.2
176430,0.05
176432,0.17
176437,0.04
176440,0.03
176441,0.18
176450,0.02
176454,0.05
176459,0.06
176460,0.08
176467,0.06
176472,0.34
176482,0.06
176483,0.39
176486,0.03
176487,0.09
176494,0.07
176497,0.04
176500,0.11
176509,0.13
176511,0.08
176512,0.06
176522,0.13
176525,0.06
176526,0.18
176537,0.06
176538,0.03
176572,0.06
176573,0.2
176574,0.19
176579,0.02
176580,0.02
176592,0.25
176601,0.01
176603,0.09
176605,0.1
176606,0.05
176615,0.07
176620,0.1
176634,0.16
176635,0.02
176638,0.03
176639,0.02
176641,0.11
176661,0.1
176668,0.15
176669,0.05
176683,0.18
176688,0.02
176700,0.12
176702,0.02
176705,0.13
176709,0.02
176710,0.24
176720,0.14
176726,0.05
176731,0.05
176732,0.08
176733,0.03
176734,0.06
176736,0.08
176741,0.03
176756,0.02
176785,0.07
176790,0.07
176793,0.08
176820,0.13
176827,0.06
176828,0.05
176839,0.14
176848,0.07
176850,0.07
176853,0.04
176866,0.04
176867,0.08
176875,0.1
176883,0.17
176888,0.08
176890,0.18
176898,0.13
176917,0.04
176925,0.14
176929,0.06
176934,0.11
176938,0.14
176953,0.16
176957,0.14
176970,0.06
176997,0.04
177029,0.06
177030,0.02
177031,0.03
177032,0.05
177047,0.09
177048,0.2
177051,0.12
177055,0.06
177060,0.1
177064,0.18
177065,0.06
177069,0.17
177076,0.06
177085,0.04
177087,0.04
177105,0.12
177126,0.12
177133,0.11
177141,0.15
177146,0.1
177156,0.14
177179,0.01
177187,0.29
177192,0.22
177203,0.07
177228,0.1
177229,0.18
177249,0.03
177250,0.25
177253,0.04
177260,0.1
177262,0.07
177270,0.1
177275,0.05
177284,0.05
177285,0.19
177314,0.2
177319,0.23
177325,0.05
177327,0.11
177339,0.07
177344,0.15
177378,0.08
177384,0.13
177385,0.09
177386,0.03
177387,0.1
177405,0.05
177423,0.08
177424,0.06
177425,0.03
177430,0.29
177435,0.16
177447,0.07
177448,0.04
177449,0.02
177451,0.11
177460,0.1
177479,0.07
177489,0.02
177504,0.01
177505,0.06
177511,0.19
177524,0.09
177526,0.11
177535,0.0
177558,0.07
177562,0.17
177569,0.08
177579,0.04
177580,0.09
177583,0.02
177584,0.17
177585,0.1
177605,0.18
177606,0.04
177618,0.11
177639,0.26
177649,0.02
177656,0.06
177657,0.04
177661,0.17
177665,0.02
177669,0.13
177680,0.29
177688,0.43
177689,0.04
177694,0.01
177696,0.12
177700,0.1
177705,0.08
177710,0.05
177720,0.03
177728,0.08
177729,0.16
177731,0.06
177733,0.13
177749,0.11
177751,0.08
177767,0.06
177776,0.04
177780,0.29
177783,0.03
177785,0.12
177791,0.05
177797,0.07
177798,0.03
177799,0.06
177802,0.04
177803,0.06
177805,0.07
177820,0.03
177824,0.08
177825,0.11
177829,0.02
177839,0.09
177861,0.13
177865,0.11
177867,0.03
177875,0.13
177876,0.18
177878,0.11
177883,0.07
177886,0.02
177891,0.12
177892,0.1
177902,0.04
177904,0.08
177931,0.08
177939,0.13
177944,0.23
177946,0.15
177959,0.07
177977,0.11
177992,0.14
177993,0.17
178005,0.11
178008,0.06
178009,0.03
178012,0.17
178015,0.04
178018,0.05
178037,0.09
178050,0.03
178058,0.15
178060,0.06
178064,0.32
178074,0.03
178077,0.1
178094,0.06
178095,0.2
178096,0.06
178107,0.07
178117,0.07
178146,0.08
178154,0.07
178160,0.14
178164,0.06
178172,0.1
178174,0.17
178182,0.16
178184,0.08
178196,0.04
178223,0.15
178225,0.14
178226,0.05
178240,0.12
178242,0.02
178250,0.11
178268,0.07
178282,0.07
178285,0.13
178288,0.06
178290,0.02
178295,0.02
178312,0.03
178317,0.03
178342,0.2
178343,0.08
178344,0.07
178346,0.07
178353,0.15
178356,0.29
178358,0.04
178359,0.11
178362,0.22
178380,0.08
178387,0.03
178391,0.13
178395,0.23
178408,0.07
178415,0.04
178421,0.07
178424,0.22
178428,0.11
178432,0.02
178433,0.1
178436,0.11
178442,0.05
178453,0.01
178459,0.04
178467,0.22
178472,0.07
178491,0.05
178499,0.04
178504,0.14
178506,0.15
178509,0.02
178517,0.01
178525,0.16
178530,0.1
178531,0.2
178537,0.06
178553,0.12
178557,0.08
178565,0.07
178566,0.04
178579,0.06
178586,0.06
178589,0.04
178592,0.14
178610,0.0
178620,0.07
178621,0.02
178622,0.17
178643,0.01
178665,0.1
178671,0.03
178675,0.03
178692,0.04
178722,0.03
178723,0.03
178726,0.09
178731,0.17
178737,0.2
178739,0.07
178745,0.01
178766,0.05
178771,0.12
178775,0.05
178785,0.1
178789,0.03
178790,0.05
178792,0.04
178804,0.03
178817,0.09
178821,0.11
178825,0.08
178830,0.06
178831,0.13
178832,0.08
178847,0.05
178853,0.03
178856,0.07
178867,0.14
178868,0.09
178881,0.09
178887,0.01
178888,0.14
178908,0.09
178909,0.08
178942,0.14
178943,0.21
178946,0.04
178947,0.31
178950,0.18
178958,0.02
178976,0.11
178986,0.04
178989,0.04
178995,0.1
178996,0.02
179006,0.17
179025,0.03
179034,0.02
179038,0.37
179043,0.04
179050,0.02
179051,0.03
179076,0.19
179077,0.02
179091,0.05
179092,0.05
179111,0.03
179128,0.05
179132,0.13
179137,0.04
179138,0.06
179146,0.11
179148,0.08
179149,0.04
179150,0.03
179155,0.03
179164,0.03
179177,0.04
179178,0.05
179182,0.16
179184,0.01
179186,0.07
179191,0.08
179194,0.05
179201,0.05
179210,0.03
179211,0.04
179212,0.06
179216,0.23
179229,0.04
179235,0.04
179236,0.11
179241,0.12
179244,0.06
179249,0.02
179256,0.22
179260,0.03
179262,0.13
179264,0.06
179268,0.11
179272,0.01
179280,0.05
179287,0.05
179288,0.02
179290,0.02
179295,0.02
179298,0.07
179306,0.08
179307,0.05
179310,0.18
179314,0.05
179317,0.07
179319,0.15
179327,0.02
179336,0.1
179342,0.09
179344,0.38
179347,0.02
179357,0.04
179368,0.12
179413,0.02
179425,0.07
179435,0.03
179447,0.06
179449,0.07
179458,0.03
179460,0.07
179475,0.14
179486,0.03
179493,0.05
179499,0.05
179501,0.03
179508,0.08
179511,0.08
179513,0.07
179519,0.14
179537,0.01
179550,0.03
179559,0.08
179560,0.03
179578,0.09
179583,0.01
179590,0.01
179597,0.14
179599,0.06
179602,0.21
179609,0.03
179621,0.11
179624,0.08
179625,0.07
179630,0.03
179640,0.05
179641,0.01
179644,0.03
179649,0.1
179650,0.21
179652,0.05
179653,0.22
179660,0.11
179662,0.05
179673,0.06
179678,0.03
179679,0.09
179686,0.01
179721,0.02
179733,0.16
179736,0.14
179737,0.05
179748,0.22
179750,0.18
179751,0.04
179752,0.08
179753,0.08
179765,0.01
179768,0.03
179798,0.02
179827,0.05
179837,0.12
179838,0.04
179851,0.07
179868,0.14
179875,0.12
179876,0.06
179882,0.05
179883,0.05
179894,0.03
179905,0.11
179907,0.05
179919,0.02
179926,0.1
179936,0.04
179941,0.09
179945,0.13
179951,0.06
179960,0.09
179967,0.06
179980,0.15
179985,0.27
179997,0.07
180001,0.06
180007,0.09
180011,0.06
180017,0.1
180027,0.06
180033,0.08
180036,0.27
180037,0.11
180041,0.18
180042,0.22
180050,0.29
180059,0.04
180066,0.04
180067,0.1
180085,0.03
180092,0.04
180099,0.06
180101,0.15
180115,0.1
180122,0.18
180126,0.1
180127,0.03
180140,0.11
180141,0.11
180158,0.08
180163,0.16
180178,0.05
180189,0.01
180198,0.15
180201,0.28
180202,0.15
180209,0.14
180239,0.31
180244,0.07
180270,0.04
180271,0.02
180286,0.07
180287,0.08
180291,0.05
180293,0.06
180296,0.1
180297,0.06
180305,0.05
180318,0.06
180319,0.15
180322,0.05
180323,0.01
180331,0.09
180365,0.01
180368,0.12
180369,0.04
180382,0.04
180387,0.02
180388,0.3
180389,0.08
180398,0.11
180399,0.1
180402,0.09
180406,0.01
180407,0.06
180408,0.1
180413,0.04
180416,0.03
180420,0.06
180429,0.32
180430,0.45
180431,0.03
180438,0.03
180441,0.04
180448,0.04
180453,0.02
180478,0.26
180480,0.11
180510,0.03
180524,0.02
180534,0.1
180537,0.34
180545,0.06
180550,0.13
180559,0.02
180583,0.1
180587,0.04
180594,0.13
180597,0.08
180598,0.25
180599,0.11
180601,0.16
180624,0.17
180625,0.28
180634,0.13
180647,0.05
180652,0.19
180656,0.15
180664,0.09
180666,0.1
180674,0.03
180679,0.11
180685,0.24
180692,0.07
180698,0.06
180699,0.07
180700,0.04
180702,0.09
180710,0.06
180736,0.06
180739,0.07
180741,0.1
180743,0.21
180747,0.01
180754,0.1
180755,0.05
180756,0.09
180768,0.06
180773,0.03
180775,0.06
180784,0.12
180787,0.08
180795,0.01
180796,0.13
180799,0.04
180811,0.07
180813,0.1
180827,0.15
180828,0.03
180833,0.12
180834,0.15
180847,0.05
180852,0.21
180853,0.08
180854,0.06
180855,0.12
180856,0.01
180858,0.03
180859,0.18
180867,0.04
180868,0.13
180872,0.04
180873,0.09
180874,0.14
180875,0.07
180878,0.03
180888,0.12
180889,0.05
180891,0.03
180902,0.07
180907,0.2
180913,0.0
180916,0.09
180954,0.12
180962,0.05
180963,0.01
180967,0.13
180971,0.17
180975,0.08
180985,0.09
180991,0.03
181009,0.11
181012,0.06
181015,0.08
181034,0.14
181064,0.05
181071,0.14
181083,0.14
181084,0.01
181085,0.1
181088,0.06
181098,0.15
181110,0.1
181111,0.02
181112,0.05
181114,0.08
181117,0.14
181157,0.06
181160,0.17
181161,0.06
181165,0.06
181179,0.29
181186,0.12
181196,0.04
181197,0.22
181204,0.07
181213,0.08
181214,0.28
181221,0.05
181224,0.13
181226,0.06
181236,0.13
181256,0.3
181257,0.04
181279,0.07
181282,0.04
181285,0.06
181288,0.01
181289,0.17
181290,0.02
181298,0.03
181299,0.12
181307,0.13
181312,0.21
181318,0.05
181322,0.14
181338,0.11
181340,0.09
181342,0.04
181344,0.07
181350,0.02
181373,0.11
181374,0.2
181375,0.06
181379,0.12
181381,0.05
181385,0.24
181388,0.0
181392,0.08
181393,0.1
181425,0.05
181465,0.07
181481,0.07
181484,0.07
181494,0.03
181501,0.01
181507,0.03
181521,0.13
181524,0.04
181538,0.22
181540,0.02
181547,0.23
181551,0.08
181555,0.12
181561,0.08
181564,0.04
181567,0.2
181599,0.08
181602,0.24
181612,0.11
181613,0.17
181615,0.14
181621,0.05
181622,0.08
181629,0.08
181630,0.02
181633,0.08
181635,0.22
181641,0.03
181643,0.15
181644,0.11
181649,0.04
181659,0.04
181660,0.05
181665,0.17
181666,0.15
181672,0.11
181682,0.1
181693,0.19
181697,0.12
181703,0.03
181704,0.02
181720,0.09
181722,0.07
181732,0.17
181733,0.08
181736,0.01
181737,0.04
181747,0.04
181758,0.22
181764,0.07
181770,0.09
181774,0.16
181783,0.1
181788,0.0
181789,0.11
181804,0.07
181809,0.02
181821,0.28
181836,0.01
181863,0.07
181867,0.07
181868,0.1
181871,0.01
181904,0.2
181931,0.05
181932,0.06
181941,0.03
181944,0.23
181958,0.15
181971,0.01
181986,0.0
182002,0.02
182007,0.03
182012,0.03
182022,0.06
182031,0.08
182050,0.03
182053,0.08
182071,0.12
182072,0.13
182073,0.04
182102,0.06
182106,0.01
182116,0.01
182117,0.13
182118,0.02
182124,0.19
182125,0.07
182145,0.05
182150,0.17
182154,0.04
182167,0.05
182179,0.17
182181,0.09
182183,0.07
182218,0.1
182225,0.05
182226,0.07
182266,0.13
182272,0.08
182275,0.13
182295,0.25
182305,0.03
182312,0.1
182313,0.07
182327,0.04
182337,0.13
182340,0.03
182341,0.08
182342,0.03
182345,0.08
182353,0.04
182355,0.06
182371,0.04
182376,0.02
182381,0.02
182382,0.02
182384,0.04
182387,0.05
182412,0.1
182419,0.2
182432,0.06
182438,0.03
182448,0.34
182450,0.15
182465,0.05
182468,0.05
182474,0.06
182483,0.04
182484,0.19
182485,0.06
182486,0.08
182489,0.06
182500,0.15
182501,0.11
182504,0.25
182514,0.05
182524,0.07
182525,0.11
182533,0.04
182536,0.07
182539,0.07
182550,0.04
182553,0.14
182568,0.04
182571,0.01
182573,0.03
182580,0.09
182615,0.03
182618,0.01
182624,0.02
182644,0.03
182686,0.2
182687,0.14
182695,0.17
182718,0.07
182726,0.05
182735,0.06
182742,0.17
182747,0.04
182748,0.07
182752,0.05
182761,0.06
182800,0.04
182802,0.11
182807,0.19
182816,0.09
182818,0.12
182826,0.08
182836,0.02
182840,0.23
182841,0.18
182846,0.08
182862,0.06
182864,0.04
182871,0.13
182878,0.05
182880,0.17
182885,0.05
182893,0.03
182894,0.22
182895,0.15
182901,0.11
182907,0.07
182921,0.04
182952,0.04
182964,0.19
182966,0.12
182980,0.04
182985,0.3
182989,0.09
182994,0.16
183035,0.29
183037,0.21
183042,0.03
183049,0.04
183050,0.02
183051,0.09
183062,0.05
183063,0.07
183064,0.04
183076,0.05
183078,0.22
183086,0.03
183089,0.09
183091,0.11
183097,0.06
183104,0.0
183118,0.16
183119,0.1
183134,0.02
183142,0.15
183157,0.06
183162,0.06
183180,0.1
183193,0.07
183213,0.07
183216,0.17
183223,0.11
183226,0.16
183264,0.01
183273,0.07
183278,0.04
183282,0.07
183283,0.09
183286,0.07
183288,0.11
183299,0.06
183310,0.02
183315,0.11
183332,0.04
183336,0.03
183341,0.13
183342,0.03
183345,0.06
183347,0.0
183360,0.12
183362,0.01
183370,0.02
183379,0.04
183386,0.08
183410,0.11
183417,0.1
183419,0.01
183421,0.09
183425,0.25
183427,0.04
183433,0.11
183434,0.11
183438,0.07
183439,0.1
183440,0.16
183450,0.07
183451,0.22
183453,0.08
183454,0.05
183455,0.11
183457,0.08
183463,0.08
183475,0.05
183478,0.2
183480,0.08
183490,0.03
183494,0.11
183503,0.07
183512,0.05
183517,0.15
183530,0.11
183532,0.04
183533,0.07
183536,0.01
183545,0.06
183549,0.04
183550,0.04
183551,0.09
183555,0.09
183560,0.06
183585,0.04
183591,0.04
183592,0.02
183603,0.14
183610,0.16
183628,0.12
183644,0.09
183646,0.11
183649,0.06
183656,0.17
183658,0.36
183688,0.06
183690,0.04
183691,0.16
183697,0.14
183709,0.08
183711,0.1
183714,0.26
183725,0.1
183736,0.06
183742,0.02
183772,0.08
183776,0.04
183787,0.05
183792,0.16
183793,0.18
183799,0.27
183816,0.08
183818,0.22
183832,0.2
183836,0.02
183839,0.04
183840,0.07
183855,0.08
183857,0.16
183863,0.11
183866,0.14
183876,0.13
183878,0.1
183897,0.01
183902,0.14
183915,0.04
183925,0.18
183936,0.06
183939,0.08
183951,0.03
183956,0.05
183957,0.05
183974,0.02
183982,0.08
183994,0.06
184008,0.06
184013,0.18
184016,0.16
184019,0.09
184024,0.04
184025,0.01
184038,0.02
184045,0.02
184056,0.13
184060,0.08
184071,0.04
184073,0.05
184074,0.07
184077,0.03
184105,0.05
184106,0.05
184133,0.11
184154,0.32
184163,0.02
184165,0.15
184193,0.1
184194,0.25
184195,0.05
184202,0.06
184226,0.34
184230,0.05
184231,0.19
184234,0.17
184238,0.01
184248,0.06
184257,0.02
184268,0.08
184282,0.06
184291,0.04
184294,0.03
184295,0.32
184304,0.1
184309,0.03
184318,0.28
184325,0.05
184329,0.08
184330,0.04
184333,0.2
184337,0.01
184338,0.07
184340,0.02
184341,0.04
184347,0.02
184354,0.02
184355,0.03
184372,0.15
184384,0.07
184385,0.0
184386,0.07
184389,0.22
184401,0.02
184405,0.17
184431,0.12
184450,0.01
184453,0.3
184470,0.06
184471,0.03
184486,0.1
184488,0.02
184489,0.04
184497,0.1
184508,0.05
184509,0.03
184516,0.05
184525,0.11
184526,0.1
184531,0.02
184557,0.04
184576,0.02
184589,0.04
184605,0.05
184613,0.18
184630,0.04
184635,0.07
184636,0.03
184643,0.12
184645,0.07
184653,0.12
184655,0.08
184656,0.09
184660,0.05
184716,0.05
184736,0.04
184758,0.2
184767,0.11
184770,0.13
184773,0.05
184776,0.08
184792,0.09
184812,0.07
184820,0.11
184829,0.06
184831,0.11
184832,0.13
184834,0.03
184847,0.14
184848,0.06
184858,0.01
184866,0.05
184869,0.08
184870,0.1
184873,0.0
184874,0.06
184876,0.13
184879,0.19
184880,0.12
184885,0.02
184896,0.05
184916,0.18
184918,0.21
184919,0.05
184921,0.12
184936,0.04
184944,0.2
184956,0.03
184963,0.12
184964,0.03
184965,0.09
184972,0.16
184977,0.07
184982,0.13
184988,0.32
184992,0.13
184994,0.09
184998,0.28
185017,0.05
185024,0.09
185032,0.14
185037,0.01
185040,0.01
185043,0.11
185048,0.12
185059,0.1
185076,0.08
185083,0.02
185090,0.14
185099,0.07
185101,0.03
185106,0.16
185121,0.19
185125,0.23
185126,0.22
185127,0.14
185153,0.09
185167,0.08
185171,0.11
185178,0.04
185180,0.04
185181,0.03
185183,0.09
185186,0.09
185187,0.07
185188,0.03
185189,0.1
185194,0.12
185207,0.1
185209,0.02
185210,0.06
185212,0.04
185220,0.06
185221,0.08
185230,0.11
185231,0.18
185245,0.05
185249,0.09
185262,0.07
185285,0.14
185286,0.1
185288,0.03
185296,0.06
185298,0.24
185299,0.08
185308,0.05
185311,0.03
185313,0.03
185314,0.15
185332,0.22
185337,0.02
185338,0.06
185339,0.09
185341,0.11
185342,0.07
185344,0.05
185349,0.08
185362,0.13
185363,0.05
185394,0.03
185410,0.11
185418,0.09
185423,0.03
185428,0.16
185442,0.08
185447,0.12
185450,0.06
185454,0.08
185475,0.26
185481,0.15
185483,0.01
